Participant,Question,Response,Needs Reverse Coding?,Temp Coded Value,Temp Reversed Coded Value,Recoded Value
83,F1.7,Somewhat Disagree,No,2,4,2
84,F1.7,Somewhat Agree,No,4,2,4
85,F1.7,Somewhat Disagree,No,2,4,2
86,F1.7,Neither Agree nor Disagree,No,3,3,3
87,F1.7,Strongly Agree,No,5,1,5
88,F1.7,Somewhat Agree,No,4,2,4
89,F1.7,Neither Agree nor Disagree,No,3,3,3
90,F1.7,Somewhat Agree,No,4,2,4
91,F1.7,Neither Agree nor Disagree,No,3,3,3
92,F1.7,Neither Agree nor Disagree,No,3,3,3
93,F1.7,Strongly Agree,No,5,1,5
94,F1.7,Neither Agree nor Disagree,No,3,3,3
95,F1.7,Strongly Agree,No,5,1,5
96,F1.7,Neither Agree nor Disagree,No,3,3,3
97,F1.7,Neither Agree nor Disagree,No,3,3,3
98,F1.7,Somewhat Agree,No,4,2,4
99,F1.7,Somewhat Agree,No,4,2,4
100,F1.7,Neither Agree nor Disagree,No,3,3,3
101,F1.7,Somewhat Agree,No,4,2,4
102,F1.7,Neither Agree nor Disagree,No,3,3,3
103,F1.7,Somewhat Agree,No,4,2,4
104,F1.7,Somewhat Agree,No,4,2,4
105,F1.7,Neither Agree nor Disagree,No,3,3,3
106,F1.7,Somewhat Agree,No,4,2,4
107,F1.7,Strongly Agree,No,5,1,5
108,F1.7,Neither Agree nor Disagree,No,3,3,3
109,F1.7,Neither Agree nor Disagree,No,3,3,3
110,F1.7,Somewhat Agree,No,4,2,4
111,F1.7,Somewhat Agree,No,4,2,4
112,F1.7,Strongly Agree,No,5,1,5
113,F1.7,Somewhat Agree,No,4,2,4
114,F1.7,Somewhat Agree,No,4,2,4
115,F1.7,Somewhat Agree,No,4,2,4
116,F1.7,Somewhat Agree,No,4,2,4
117,F1.7,Strongly Agree,No,5,1,5
118,F1.7,Neither Agree nor Disagree,No,3,3,3
119,F1.7,Neither Agree nor Disagree,No,3,3,3
120,F1.7,Somewhat Agree,No,4,2,4
121,F1.7,Strongly Disagree,No,1,5,1
122,F1.7,Neither Agree nor Disagree,No,3,3,3
123,F1.7,Neither Agree nor Disagree,No,3,3,3
124,F1.7,Somewhat Agree,No,4,2,4
125,F1.7,Somewhat Agree,No,4,2,4
126,F1.7,Somewhat Agree,No,4,2,4
127,F1.7,Neither Agree nor Disagree,No,3,3,3
128,F1.7,Somewhat Agree,No,4,2,4
129,F1.7,Neither Agree nor Disagree,No,3,3,3
130,F1.7,Strongly Agree,No,5,1,5
131,F1.7,Somewhat Agree,No,4,2,4
132,F1.7,Strongly Agree,No,5,1,5
133,F1.7,Neither Agree nor Disagree,No,3,3,3
134,F1.7,Somewhat Agree,No,4,2,4
135,F1.7,Strongly Agree,No,5,1,5
136,F1.7,Neither Agree nor Disagree,No,3,3,3
137,F1.7,Somewhat Agree,No,4,2,4
138,F1.7,Neither Agree nor Disagree,No,3,3,3
139,F1.7,Strongly Disagree,No,1,5,1
140,F1.7,Neither Agree nor Disagree,No,3,3,3
141,F1.7,Somewhat Agree,No,4,2,4
142,F1.7,Somewhat Agree,No,4,2,4
143,F1.7,Somewhat Agree,No,4,2,4
144,F1.7,Somewhat Agree,No,4,2,4
145,F1.7,Somewhat Agree,No,4,2,4
146,F1.7,Somewhat Agree,No,4,2,4
147,F1.7,Somewhat Agree,No,4,2,4
148,F1.7,Neither Agree nor Disagree,No,3,3,3
149,F1.7,Somewhat Agree,No,4,2,4
150,F1.7,Strongly Agree,No,5,1,5
151,F1.7,Strongly Agree,No,5,1,5
152,F1.7,Somewhat Agree,No,4,2,4
153,F1.7,Somewhat Disagree,No,2,4,2
154,F1.7,Strongly Agree,No,5,1,5
155,F1.7,Somewhat Disagree,No,2,4,2
156,F1.7,Strongly Agree,No,5,1,5
157,F1.7,Strongly Agree,No,5,1,5
158,F1.7,Somewhat Agree,No,4,2,4
159,F1.7,Somewhat Disagree,No,2,4,2
160,F1.7,Neither Agree nor Disagree,No,3,3,3
161,F1.7,Somewhat Agree,No,4,2,4
162,F1.7,Somewhat Agree,No,4,2,4
163,F1.7,Somewhat Agree,No,4,2,4
164,F1.7,Somewhat Agree,No,4,2,4
165,F1.7,Somewhat Agree,No,4,2,4
166,F1.7,Somewhat Agree,No,4,2,4
167,F1.7,Somewhat Disagree,No,2,4,2
168,F1.7,Somewhat Agree,No,4,2,4
169,F1.7,Somewhat Agree,No,4,2,4
170,F1.7,Strongly Agree,No,5,1,5
171,F1.7,Somewhat Agree,No,4,2,4
172,F1.7,Strongly Agree,No,5,1,5
173,F1.7,Somewhat Agree,No,4,2,4
174,F1.7,Somewhat Agree,No,4,2,4
175,F1.7,Somewhat Agree,No,4,2,4
176,F1.7,Neither Agree nor Disagree,No,3,3,3
177,F1.7,Somewhat Agree,No,4,2,4
178,F1.7,Somewhat Agree,No,4,2,4
179,F1.7,Somewhat Agree,No,4,2,4
180,F1.7,Strongly Agree,No,5,1,5
181,F1.7,Somewhat Agree,No,4,2,4
182,F1.7,Neither Agree nor Disagree,No,3,3,3
183,F1.7,Neither Agree nor Disagree,No,3,3,3
184,F1.7,Neither Agree nor Disagree,No,3,3,3
185,F1.7,Strongly Agree,No,5,1,5
186,F1.7,Strongly Agree,No,5,1,5
187,F1.7,Somewhat Agree,No,4,2,4
188,F1.7,Neither Agree nor Disagree,No,3,3,3
189,F1.7,Neither Agree nor Disagree,No,3,3,3
190,F1.7,Neither Agree nor Disagree,No,3,3,3
191,F1.7,Somewhat Agree,No,4,2,4
192,F1.7,Neither Agree nor Disagree,No,3,3,3
193,F1.7,Neither Agree nor Disagree,No,3,3,3
194,F1.7,Somewhat Disagree,No,2,4,2
195,F1.7,Somewhat Agree,No,4,2,4
196,F1.7,Somewhat Agree,No,4,2,4
197,F1.7,Strongly Agree,No,5,1,5
198,F1.7,Somewhat Agree,No,4,2,4
199,F1.7,Somewhat Agree,No,4,2,4
200,F1.7,Somewhat Agree,No,4,2,4
201,F1.7,Neither Agree nor Disagree,No,3,3,3
202,F1.7,Somewhat Agree,No,4,2,4
203,F1.7,Somewhat Agree,No,4,2,4
204,F1.7,Strongly Agree,No,5,1,5
205,F1.7,Strongly Agree,No,5,1,5
206,F1.7,Somewhat Agree,No,4,2,4
207,F1.7,Strongly Agree,No,5,1,5
208,F1.7,Somewhat Agree,No,4,2,4
209,F1.7,Somewhat Agree,No,4,2,4
210,F1.7,Somewhat Disagree,No,2,4,2
211,F1.7,Somewhat Agree,No,4,2,4
212,F1.7,Somewhat Agree,No,4,2,4
213,F1.7,Strongly Agree,No,5,1,5
214,F1.7,Neither Agree nor Disagree,No,3,3,3
215,F1.7,Somewhat Agree,No,4,2,4
216,F1.7,Neither Agree nor Disagree,No,3,3,3
217,F1.7,Somewhat Agree,No,4,2,4
218,F1.7,Somewhat Agree,No,4,2,4
219,F1.7,Somewhat Agree,No,4,2,4
220,F1.7,Strongly Agree,No,5,1,5
221,F1.7,Neither Agree nor Disagree,No,3,3,3
222,F1.7,Strongly Agree,No,5,1,5
223,F1.7,Somewhat Agree,No,4,2,4
224,F1.7,Strongly Agree,No,5,1,5
225,F1.7,Somewhat Agree,No,4,2,4
226,F1.7,Somewhat Agree,No,4,2,4
227,F1.7,Neither Agree nor Disagree,No,3,3,3
228,F1.7,Somewhat Disagree,No,2,4,2
229,F1.7,Somewhat Agree,No,4,2,4
230,F1.7,Somewhat Agree,No,4,2,4
231,F1.7,Strongly Agree,No,5,1,5
232,F1.7,Strongly Agree,No,5,1,5
233,F1.7,Neither Agree nor Disagree,No,3,3,3
234,F1.7,Neither Agree nor Disagree,No,3,3,3
235,F1.7,Somewhat Agree,No,4,2,4
236,F1.7,Neither Agree nor Disagree,No,3,3,3
237,F1.7,Strongly Agree,No,5,1,5
238,F1.7,Somewhat Agree,No,4,2,4
239,F1.7,Somewhat Agree,No,4,2,4
240,F1.7,Strongly Agree,No,5,1,5
241,F1.7,Somewhat Agree,No,4,2,4
242,F1.7,Somewhat Agree,No,4,2,4
243,F1.7,Neither Agree nor Disagree,No,3,3,3
244,F1.7,Strongly Agree,No,5,1,5
245,F1.7,Somewhat Agree,No,4,2,4
246,F1.7,Neither Agree nor Disagree,No,3,3,3
247,F1.7,Strongly Agree,No,5,1,5
248,F1.7,Neither Agree nor Disagree,No,3,3,3
249,F1.7,Somewhat Agree,No,4,2,4
250,F1.7,Somewhat Agree,No,4,2,4
251,F1.7,Strongly Agree,No,5,1,5
252,F1.7,Somewhat Agree,No,4,2,4
253,F1.7,Somewhat Agree,No,4,2,4
254,F1.7,Strongly Agree,No,5,1,5
255,F1.7,Strongly Agree,No,5,1,5
256,F1.7,Neither Agree nor Disagree,No,3,3,3
257,F1.7,Neither Agree nor Disagree,No,3,3,3
258,F1.7,Neither Agree nor Disagree,No,3,3,3
259,F1.7,Neither Agree nor Disagree,No,3,3,3
260,F1.7,Neither Agree nor Disagree,No,3,3,3
261,F1.7,Neither Agree nor Disagree,No,3,3,3
262,F1.7,Somewhat Disagree,No,2,4,2
263,F1.7,Somewhat Agree,No,4,2,4
264,F1.7,Somewhat Agree,No,4,2,4
1,F6.4,Somewhat Agree,Yes,4,2,2
2,F6.4,Somewhat Disagree,Yes,2,4,4
3,F6.4,Somewhat Agree,Yes,4,2,2
4,F6.4,Neither Agree nor Disagree,Yes,3,3,3
5,F6.4,Somewhat Agree,Yes,4,2,2
6,F6.4,Strongly Disagree,Yes,1,5,5
7,F6.4,Neither Agree nor Disagree,Yes,3,3,3
8,F6.4,Neither Agree nor Disagree,Yes,3,3,3
9,F6.4,Neither Agree nor Disagree,Yes,3,3,3
10,F6.4,Neither Agree nor Disagree,Yes,3,3,3
11,F6.4,Somewhat Disagree,Yes,2,4,4
12,F6.4,Somewhat Agree,Yes,4,2,2
13,F6.4,Somewhat Agree,Yes,4,2,2
14,F6.4,Neither Agree nor Disagree,Yes,3,3,3
15,F6.4,Somewhat Disagree,Yes,2,4,4
16,F6.4,Strongly Agree,Yes,5,1,1
17,F6.4,Neither Agree nor Disagree,Yes,3,3,3
18,F6.4,Neither Agree nor Disagree,Yes,3,3,3
19,F6.4,Somewhat Agree,Yes,4,2,2
20,F6.4,Somewhat Agree,Yes,4,2,2
21,F6.4,Somewhat Agree,Yes,4,2,2
22,F6.4,Neither Agree nor Disagree,Yes,3,3,3
23,F6.4,Neither Agree nor Disagree,Yes,3,3,3
24,F6.4,Somewhat Agree,Yes,4,2,2
25,F6.4,Neither Agree nor Disagree,Yes,3,3,3
26,F6.4,Somewhat Agree,Yes,4,2,2
27,F6.4,Somewhat Disagree,Yes,2,4,4
28,F6.4,Neither Agree nor Disagree,Yes,3,3,3
29,F6.4,Neither Agree nor Disagree,Yes,3,3,3
30,F6.4,Somewhat Agree,Yes,4,2,2
31,F6.4,Neither Agree nor Disagree,Yes,3,3,3
32,F6.4,Somewhat Agree,Yes,4,2,2
33,F6.4,Somewhat Disagree,Yes,2,4,4
34,F6.4,Somewhat Disagree,Yes,2,4,4
35,F6.4,Neither Agree nor Disagree,Yes,3,3,3
36,F6.4,Somewhat Agree,Yes,4,2,2
37,F6.4,Strongly Disagree,Yes,1,5,5
38,F6.4,Somewhat Agree,Yes,4,2,2
39,F6.4,Somewhat Agree,Yes,4,2,2
40,F6.4,Somewhat Agree,Yes,4,2,2
41,F6.4,Somewhat Agree,Yes,4,2,2
42,F6.4,Neither Agree nor Disagree,Yes,3,3,3
43,F6.4,Somewhat Disagree,Yes,2,4,4
44,F6.4,Somewhat Agree,Yes,4,2,2
45,F6.4,Somewhat Agree,Yes,4,2,2
46,F6.4,Neither Agree nor Disagree,Yes,3,3,3
47,F6.4,Neither Agree nor Disagree,Yes,3,3,3
48,F6.4,Neither Agree nor Disagree,Yes,3,3,3
49,F6.4,Somewhat Disagree,Yes,2,4,4
50,F6.4,Somewhat Agree,Yes,4,2,2
51,F6.4,Somewhat Disagree,Yes,2,4,4
52,F6.4,Somewhat Agree,Yes,4,2,2
53,F6.4,Somewhat Disagree,Yes,2,4,4
54,F6.4,Somewhat Disagree,Yes,2,4,4
55,F6.4,Somewhat Agree,Yes,4,2,2
56,F6.4,Somewhat Agree,Yes,4,2,2
57,F6.4,Somewhat Agree,Yes,4,2,2
58,F6.4,Somewhat Agree,Yes,4,2,2
59,F6.4,Neither Agree nor Disagree,Yes,3,3,3
60,F6.4,Somewhat Agree,Yes,4,2,2
61,F6.4,Strongly Agree,Yes,5,1,1
62,F6.4,Somewhat Agree,Yes,4,2,2
63,F6.4,Somewhat Agree,Yes,4,2,2
64,F6.4,Neither Agree nor Disagree,Yes,3,3,3
65,F6.4,Strongly Agree,Yes,5,1,1
66,F6.4,Somewhat Agree,Yes,4,2,2
67,F6.4,Somewhat Disagree,Yes,2,4,4
68,F6.4,Somewhat Agree,Yes,4,2,2
69,F6.4,Neither Agree nor Disagree,Yes,3,3,3
70,F6.4,Somewhat Disagree,Yes,2,4,4
71,F6.4,Neither Agree nor Disagree,Yes,3,3,3
72,F6.4,Strongly Agree,Yes,5,1,1
73,F6.4,Somewhat Agree,Yes,4,2,2
74,F6.4,Neither Agree nor Disagree,Yes,3,3,3
75,F6.4,Somewhat Agree,Yes,4,2,2
76,F6.4,Neither Agree nor Disagree,Yes,3,3,3
77,F6.4,Neither Agree nor Disagree,Yes,3,3,3
78,F6.4,Neither Agree nor Disagree,Yes,3,3,3
79,F6.4,Somewhat Agree,Yes,4,2,2
80,F6.4,Neither Agree nor Disagree,Yes,3,3,3
81,F6.4,Somewhat Agree,Yes,4,2,2
82,F6.4,Neither Agree nor Disagree,Yes,3,3,3
83,F6.4,Neither Agree nor Disagree,Yes,3,3,3
84,F6.4,Neither Agree nor Disagree,Yes,3,3,3
85,F6.4,Somewhat Agree,Yes,4,2,2
86,F6.4,Strongly Agree,Yes,5,1,1
87,F6.4,Somewhat Agree,Yes,4,2,2
88,F6.4,Neither Agree nor Disagree,Yes,3,3,3
89,F6.4,Somewhat Agree,Yes,4,2,2
90,F6.4,Somewhat Agree,Yes,4,2,2
91,F6.4,Somewhat Agree,Yes,4,2,2
92,F6.4,Neither Agree nor Disagree,Yes,3,3,3
93,F6.4,Neither Agree nor Disagree,Yes,3,3,3
94,F6.4,Somewhat Disagree,Yes,2,4,4
95,F6.4,Somewhat Agree,Yes,4,2,2
96,F6.4,Neither Agree nor Disagree,Yes,3,3,3
97,F6.4,Somewhat Agree,Yes,4,2,2
98,F6.4,Somewhat Agree,Yes,4,2,2
99,F6.4,Neither Agree nor Disagree,Yes,3,3,3
100,F6.4,Neither Agree nor Disagree,Yes,3,3,3
101,F6.4,Somewhat Agree,Yes,4,2,2
102,F6.4,Somewhat Agree,Yes,4,2,2
103,F6.4,Neither Agree nor Disagree,Yes,3,3,3
104,F6.4,Somewhat Agree,Yes,4,2,2
105,F6.4,Neither Agree nor Disagree,Yes,3,3,3
106,F6.4,Somewhat Agree,Yes,4,2,2
107,F6.4,Somewhat Agree,Yes,4,2,2
108,F6.4,Somewhat Agree,Yes,4,2,2
109,F6.4,Somewhat Agree,Yes,4,2,2
110,F6.4,Somewhat Disagree,Yes,2,4,4
111,F6.4,Somewhat Agree,Yes,4,2,2
112,F6.4,Somewhat Agree,Yes,4,2,2
113,F6.4,Somewhat Disagree,Yes,2,4,4
114,F6.4,Somewhat Agree,Yes,4,2,2
115,F6.4,Somewhat Agree,Yes,4,2,2
116,F6.4,Neither Agree nor Disagree,Yes,3,3,3
117,F6.4,Neither Agree nor Disagree,Yes,3,3,3
118,F6.4,Neither Agree nor Disagree,Yes,3,3,3
119,F6.4,Somewhat Agree,Yes,4,2,2
120,F6.4,Neither Agree nor Disagree,Yes,3,3,3
121,F6.4,Strongly Agree,Yes,5,1,1
122,F6.4,Strongly Agree,Yes,5,1,1
123,F6.4,Neither Agree nor Disagree,Yes,3,3,3
124,F6.4,Somewhat Agree,Yes,4,2,2
125,F6.4,Somewhat Disagree,Yes,2,4,4
126,F6.4,Somewhat Agree,Yes,4,2,2
127,F6.4,Somewhat Disagree,Yes,2,4,4
128,F6.4,Neither Agree nor Disagree,Yes,3,3,3
129,F6.4,Somewhat Agree,Yes,4,2,2
130,F6.4,Strongly Agree,Yes,5,1,1
131,F6.4,Neither Agree nor Disagree,Yes,3,3,3
132,F6.4,Somewhat Disagree,Yes,2,4,4
133,F6.4,Somewhat Agree,Yes,4,2,2
134,F6.4,Somewhat Agree,Yes,4,2,2
135,F6.4,Neither Agree nor Disagree,Yes,3,3,3
136,F6.4,Neither Agree nor Disagree,Yes,3,3,3
137,F6.4,Somewhat Agree,Yes,4,2,2
138,F6.4,Somewhat Disagree,Yes,2,4,4
139,F6.4,Neither Agree nor Disagree,Yes,3,3,3
140,F6.4,Somewhat Agree,Yes,4,2,2
141,F6.4,Neither Agree nor Disagree,Yes,3,3,3
142,F6.4,Somewhat Disagree,Yes,2,4,4
143,F6.4,Somewhat Disagree,Yes,2,4,4
144,F6.4,Somewhat Agree,Yes,4,2,2
145,F6.4,Neither Agree nor Disagree,Yes,3,3,3
146,F6.4,Somewhat Disagree,Yes,2,4,4
147,F6.4,Somewhat Agree,Yes,4,2,2
148,F6.4,Somewhat Agree,Yes,4,2,2
149,F6.4,Neither Agree nor Disagree,Yes,3,3,3
150,F6.4,Somewhat Agree,Yes,4,2,2
151,F6.4,Neither Agree nor Disagree,Yes,3,3,3
152,F6.4,Neither Agree nor Disagree,Yes,3,3,3
153,F6.4,Somewhat Agree,Yes,4,2,2
154,F6.4,Somewhat Agree,Yes,4,2,2
155,F6.4,Somewhat Agree,Yes,4,2,2
156,F6.4,Somewhat Disagree,Yes,2,4,4
157,F6.4,Somewhat Disagree,Yes,2,4,4
158,F6.4,Somewhat Agree,Yes,4,2,2
159,F6.4,Somewhat Agree,Yes,4,2,2
160,F6.4,Neither Agree nor Disagree,Yes,3,3,3
161,F6.4,Somewhat Agree,Yes,4,2,2
162,F6.4,Somewhat Agree,Yes,4,2,2
163,F6.4,Somewhat Disagree,Yes,2,4,4
164,F6.4,Somewhat Disagree,Yes,2,4,4
165,F6.4,Neither Agree nor Disagree,Yes,3,3,3
166,F6.4,Somewhat Agree,Yes,4,2,2
167,F6.4,Neither Agree nor Disagree,Yes,3,3,3
168,F6.4,Neither Agree nor Disagree,Yes,3,3,3
169,F6.4,Neither Agree nor Disagree,Yes,3,3,3
170,F6.4,Somewhat Disagree,Yes,2,4,4
171,F6.4,Neither Agree nor Disagree,Yes,3,3,3
172,F6.4,Somewhat Agree,Yes,4,2,2
173,F6.4,Somewhat Agree,Yes,4,2,2
174,F6.4,Somewhat Agree,Yes,4,2,2
175,F6.4,Somewhat Disagree,Yes,2,4,4
176,F6.4,Somewhat Agree,Yes,4,2,2
177,F6.4,Somewhat Agree,Yes,4,2,2
178,F6.4,Somewhat Agree,Yes,4,2,2
179,F6.4,Neither Agree nor Disagree,Yes,3,3,3
180,F6.4,Strongly Agree,Yes,5,1,1
181,F6.4,Somewhat Agree,Yes,4,2,2
182,F6.4,Somewhat Agree,Yes,4,2,2
183,F6.4,Somewhat Disagree,Yes,2,4,4
184,F6.4,Neither Agree nor Disagree,Yes,3,3,3
185,F6.4,Neither Agree nor Disagree,Yes,3,3,3
186,F6.4,Neither Agree nor Disagree,Yes,3,3,3
187,F6.4,Somewhat Agree,Yes,4,2,2
188,F6.4,Neither Agree nor Disagree,Yes,3,3,3
189,F6.4,Somewhat Agree,Yes,4,2,2
190,F6.4,Somewhat Agree,Yes,4,2,2
191,F6.4,Neither Agree nor Disagree,Yes,3,3,3
192,F6.4,Somewhat Disagree,Yes,2,4,4
193,F6.4,Somewhat Agree,Yes,4,2,2
194,F6.4,Somewhat Agree,Yes,4,2,2
195,F6.4,Somewhat Agree,Yes,4,2,2
196,F6.4,Somewhat Disagree,Yes,2,4,4
197,F6.4,Somewhat Agree,Yes,4,2,2
198,F6.4,Neither Agree nor Disagree,Yes,3,3,3
199,F6.4,Somewhat Agree,Yes,4,2,2
200,F6.4,Somewhat Agree,Yes,4,2,2
201,F6.4,Neither Agree nor Disagree,Yes,3,3,3
202,F6.4,Somewhat Agree,Yes,4,2,2
203,F6.4,Neither Agree nor Disagree,Yes,3,3,3
204,F6.4,Strongly Agree,Yes,5,1,1
205,F6.4,Neither Agree nor Disagree,Yes,3,3,3
206,F6.4,Neither Agree nor Disagree,Yes,3,3,3
207,F6.4,Neither Agree nor Disagree,Yes,3,3,3
208,F6.4,Somewhat Agree,Yes,4,2,2
209,F6.4,Somewhat Agree,Yes,4,2,2
210,F6.4,Neither Agree nor Disagree,Yes,3,3,3
211,F6.4,Neither Agree nor Disagree,Yes,3,3,3
212,F6.4,Somewhat Agree,Yes,4,2,2
213,F6.4,Strongly Disagree,Yes,1,5,5
214,F6.4,Somewhat Agree,Yes,4,2,2
215,F6.4,Neither Agree nor Disagree,Yes,3,3,3
216,F6.4,Neither Agree nor Disagree,Yes,3,3,3
217,F6.4,Somewhat Agree,Yes,4,2,2
218,F6.4,Somewhat Agree,Yes,4,2,2
219,F6.4,Neither Agree nor Disagree,Yes,3,3,3
220,F6.4,Neither Agree nor Disagree,Yes,3,3,3
221,F6.4,Neither Agree nor Disagree,Yes,3,3,3
222,F6.4,Somewhat Disagree,Yes,2,4,4
223,F6.4,Strongly Agree,Yes,5,1,1
224,F6.4,Somewhat Agree,Yes,4,2,2
225,F6.4,Neither Agree nor Disagree,Yes,3,3,3
226,F6.4,Neither Agree nor Disagree,Yes,3,3,3
227,F6.4,Somewhat Disagree,Yes,2,4,4
228,F6.4,Somewhat Agree,Yes,4,2,2
229,F6.4,Somewhat Disagree,Yes,2,4,4
230,F6.4,Neither Agree nor Disagree,Yes,3,3,3
231,F6.4,Somewhat Disagree,Yes,2,4,4
232,F6.4,Somewhat Disagree,Yes,2,4,4
233,F6.4,Neither Agree nor Disagree,Yes,3,3,3
234,F6.4,Neither Agree nor Disagree,Yes,3,3,3
235,F6.4,Neither Agree nor Disagree,Yes,3,3,3
236,F6.4,Somewhat Agree,Yes,4,2,2
237,F6.4,Somewhat Agree,Yes,4,2,2
238,F6.4,Somewhat Agree,Yes,4,2,2
239,F6.4,Somewhat Agree,Yes,4,2,2
240,F6.4,Somewhat Agree,Yes,4,2,2
241,F6.4,Somewhat Agree,Yes,4,2,2
242,F6.4,Somewhat Agree,Yes,4,2,2
243,F6.4,Neither Agree nor Disagree,Yes,3,3,3
244,F6.4,Somewhat Agree,Yes,4,2,2
245,F6.4,Neither Agree nor Disagree,Yes,3,3,3
246,F6.4,Somewhat Agree,Yes,4,2,2
247,F6.4,Neither Agree nor Disagree,Yes,3,3,3
248,F6.4,Neither Agree nor Disagree,Yes,3,3,3
249,F6.4,Neither Agree nor Disagree,Yes,3,3,3
250,F6.4,Neither Agree nor Disagree,Yes,3,3,3
251,F6.4,Somewhat Disagree,Yes,2,4,4
252,F6.4,Somewhat Agree,Yes,4,2,2
253,F6.4,Neither Agree nor Disagree,Yes,3,3,3
254,F6.4,Neither Agree nor Disagree,Yes,3,3,3
255,F6.4,Neither Agree nor Disagree,Yes,3,3,3
256,F6.4,Neither Agree nor Disagree,Yes,3,3,3
257,F6.4,Neither Agree nor Disagree,Yes,3,3,3
258,F6.4,Somewhat Agree,Yes,4,2,2
259,F6.4,Neither Agree nor Disagree,Yes,3,3,3
260,F6.4,Neither Agree nor Disagree,Yes,3,3,3
261,F6.4,"",Yes,,,
262,F6.4,Neither Agree nor Disagree,Yes,3,3,3
263,F6.4,Somewhat Disagree,Yes,2,4,4
264,F6.4,Neither Agree nor Disagree,Yes,3,3,3
1,F4.4,Somewhat Agree,No,4,2,4
2,F4.4,Neither Agree nor Disagree,No,3,3,3
3,F4.4,Somewhat Agree,No,4,2,4
4,F4.4,Neither Agree nor Disagree,No,3,3,3
5,F4.4,Somewhat Agree,No,4,2,4
6,F4.4,Strongly Agree,No,5,1,5
7,F4.4,Somewhat Agree,No,4,2,4
8,F4.4,Strongly Agree,No,5,1,5
9,F4.4,Strongly Agree,No,5,1,5
10,F4.4,Somewhat Agree,No,4,2,4
11,F4.4,Neither Agree nor Disagree,No,3,3,3
12,F4.4,Strongly Agree,No,5,1,5
13,F4.4,Neither Agree nor Disagree,No,3,3,3
14,F4.4,Somewhat Agree,No,4,2,4
15,F4.4,Somewhat Agree,No,4,2,4
16,F4.4,Strongly Agree,No,5,1,5
17,F4.4,Somewhat Agree,No,4,2,4
18,F4.4,Somewhat Agree,No,4,2,4
19,F4.4,Somewhat Agree,No,4,2,4
20,F4.4,Somewhat Agree,No,4,2,4
21,F4.4,Strongly Agree,No,5,1,5
22,F4.4,Somewhat Agree,No,4,2,4
23,F4.4,Somewhat Agree,No,4,2,4
24,F4.4,Somewhat Agree,No,4,2,4
25,F4.4,Somewhat Agree,No,4,2,4
26,F4.4,Neither Agree nor Disagree,No,3,3,3
27,F4.4,Somewhat Agree,No,4,2,4
28,F4.4,Somewhat Agree,No,4,2,4
29,F4.4,Strongly Agree,No,5,1,5
30,F4.4,Somewhat Agree,No,4,2,4
31,F4.4,Strongly Agree,No,5,1,5
32,F4.4,Neither Agree nor Disagree,No,3,3,3
33,F4.4,Somewhat Agree,No,4,2,4
34,F4.4,Strongly Agree,No,5,1,5
35,F4.4,Strongly Agree,No,5,1,5
36,F4.4,Strongly Agree,No,5,1,5
37,F4.4,Strongly Agree,No,5,1,5
38,F4.4,Somewhat Disagree,No,2,4,2
39,F4.4,Somewhat Agree,No,4,2,4
40,F4.4,Strongly Agree,No,5,1,5
41,F4.4,Neither Agree nor Disagree,No,3,3,3
42,F4.4,Somewhat Agree,No,4,2,4
43,F4.4,Somewhat Disagree,No,2,4,2
44,F4.4,Somewhat Agree,No,4,2,4
45,F4.4,Strongly Agree,No,5,1,5
46,F4.4,Strongly Agree,No,5,1,5
47,F4.4,Neither Agree nor Disagree,No,3,3,3
48,F4.4,Neither Agree nor Disagree,No,3,3,3
49,F4.4,Somewhat Agree,No,4,2,4
50,F4.4,Somewhat Agree,No,4,2,4
51,F4.4,Somewhat Agree,No,4,2,4
52,F4.4,Somewhat Agree,No,4,2,4
53,F4.4,Strongly Agree,No,5,1,5
54,F4.4,Somewhat Agree,No,4,2,4
55,F4.4,Somewhat Agree,No,4,2,4
56,F4.4,Somewhat Agree,No,4,2,4
57,F4.4,Strongly Agree,No,5,1,5
58,F4.4,Somewhat Agree,No,4,2,4
59,F4.4,Somewhat Agree,No,4,2,4
60,F4.4,Strongly Agree,No,5,1,5
61,F4.4,Strongly Agree,No,5,1,5
62,F4.4,Strongly Agree,No,5,1,5
63,F4.4,Somewhat Agree,No,4,2,4
64,F4.4,Somewhat Agree,No,4,2,4
65,F4.4,Strongly Agree,No,5,1,5
66,F4.4,Somewhat Agree,No,4,2,4
67,F4.4,Strongly Agree,No,5,1,5
68,F4.4,Somewhat Agree,No,4,2,4
69,F4.4,Strongly Agree,No,5,1,5
70,F4.4,Strongly Agree,No,5,1,5
71,F4.4,Strongly Agree,No,5,1,5
72,F4.4,Somewhat Agree,No,4,2,4
73,F4.4,Strongly Agree,No,5,1,5
74,F4.4,Somewhat Agree,No,4,2,4
75,F4.4,Somewhat Agree,No,4,2,4
76,F4.4,Somewhat Agree,No,4,2,4
77,F4.4,Somewhat Agree,No,4,2,4
78,F4.4,Somewhat Agree,No,4,2,4
79,F4.4,Somewhat Agree,No,4,2,4
80,F4.4,Strongly Agree,No,5,1,5
81,F4.4,Strongly Agree,No,5,1,5
82,F4.4,Strongly Agree,No,5,1,5
83,F4.4,Somewhat Agree,No,4,2,4
84,F4.4,Somewhat Agree,No,4,2,4
85,F4.4,Strongly Agree,No,5,1,5
86,F4.4,Somewhat Agree,No,4,2,4
87,F4.4,Somewhat Agree,No,4,2,4
88,F4.4,Somewhat Agree,No,4,2,4
